 "event" , "date" ,
 "__bnode1544367" , " na 1659" ,
 "__bnode1548779" , " na 1584" ,
 "__bnode1548787" , " na 1584" ,
 "__bnode1549570" , "na 1604" ,
 "__bnode1551874" , "na 1 april 988" ,
 "__bnode1556413" , "na 1767" ,
 "__bnode1556625" , "na 1546" ,
 "__bnode1557947" , "in of na 1756" ,
 "__bnode1572543" , " na 1803" ,
 "__bnode1572551" , " na 1803" ,
 "__bnode1572559" , " na 1803" ,
 "__bnode1572793" , "na 1643" ,
 "__bnode1575492" , "na 1572" ,
 "__bnode1575597" , "na 1670" ,
 "__bnode1581006" , "na 1415" ,
 "__bnode1581032" , " na 1683" ,
 "__bnode1581040" , " na 1683" ,
 "__bnode1582688" , "na 1811" ,
 "__bnode1583564" , "na 1605" ,
 "__bnode1586616" , "na 1706" ,
 "__bnode1590692" , "na 1651" ,
 "__bnode1590980" , "na 1680" ,
 "__bnode1594277" , "in of na 1676" ,
 "__bnode1595366" , "na 1692" ,
 "__bnode1599592" , "na 1836" ,
 "__bnode1604575" , "na 1602" ,
 "__bnode1606581" , " na 1663" ,
 "__bnode1606589" , " na 1663" ,
 "__bnode1606597" , " na 1663" ,
 "__bnode1606605" , " na 1663" ,
 "__bnode1607840" , "kort na 1560" ,
 "__bnode1608911" , "na 1567" ,
 "__bnode1613703" , "na 1648" ,
 "__bnode1615339" , "na december 1728" ,
 "__bnode1616115" , "na 1671" ,
 "__bnode1619912" , " na 1761" ,
 "__bnode1619920" , " na 1761" ,
 "__bnode1622613" , "na 1650" ,
 "__bnode1623337" , "na 15 mei 1382" ,
 "__bnode1624055" , " na 1873" ,
 "__bnode1624063" , " na 1873" ,
 "__bnode1624190" , "na 1673" ,
 "__bnode1624300" , "na aug. 1672" ,
 "__bnode1627880" , " na 1755" ,
 "__bnode1627888" , " na 1755" ,
 "__bnode1627896" , " na 1755" ,
 "__bnode1631705" , "na 1739" ,
 "__bnode1631973" , " na 1726" ,
 "__bnode1631981" , " na 1726" ,
 "__bnode1633707" , "na 1590" ,
 "__bnode1634409" , "na 127" ,
 "__bnode1635477" , "na 1695" ,
 "__bnode1643548" , "na 1678" ,
 "__bnode1643819" , "na 1404" ,
 "__bnode1645013" , "na 1976" ,
 "__bnode1645647" , "na 1688" ,
 "__bnode1647592" , "na 1622" ,
 "__bnode1652779" , "na 1730" ,
 "__bnode1653411" , "na 1418" ,
 "__bnode1655935" , "na 1611" ,
 "__bnode1656104" , " na 1724" ,
 "__bnode1656112" , " na 1724" ,
 "__bnode1656120" , " na 1724" ,
 "__bnode1667539" , "na 1609" ,
 "__bnode1667552" , "na 1609" ,
 "__bnode1670358" , "na 1655" ,
 "__bnode1671225" , "na 1798" ,
 "__bnode1671943" , "na 1559" ,
 "__bnode1672697" , "na 1623" ,
 "__bnode1674216" , " na 1699" ,
 "__bnode1674224" , " na 1699" ,
 "__bnode1674232" , " na 1699" ,
 "__bnode1679523" , "na 1405" ,
 "__bnode1682136" , "na 1618" ,
 "__bnode1682164" , " na 1618" ,
 "__bnode1682172" , " na 1618" ,
 "__bnode1686777" , "na 1669" ,
 "__bnode1687852" , " na 1872" ,
 "__bnode1687860" , " na 1872" ,
 "__bnode1688294" , "na 1796" ,
 "__bnode1688320" , " na 1796" ,
 "__bnode1688328" , " na 1796" ,
 "__bnode1688336" , " na 1796" ,
 "__bnode1688344" , " na 1796" ,
 "__bnode1688352" , " na 1796" ,
 "__bnode1691631" , " na 1629" ,
 "__bnode1691639" , " na 1629" ,
 "__bnode1691647" , " na 1629" ,
 "__bnode1691655" , " na 1629" ,
 "__bnode1691993" , "na 27 mei 1349" ,
 "__bnode1695798" , " na 1873" ,
 "__bnode1695806" , " na 1873" ,
 "__bnode1697441" , "na 1665" ,
 "__bnode1701288" , "na 1883" ,
 "__bnode1703345" , "na 1669" ,
 "__bnode1705223" , "na 1610" ,
 "__bnode1707277" , "na 1625" ,
 "__bnode1709175" , "na 1705" ,
 "__bnode1710393" , "na 1602" ,
 "__bnode1710437" , "na 1571" ,
 "__bnode1710486" , "na 1684" ,
 "__bnode1715448" , "na 1460" ,
 "__bnode1722380" , "na 1520" ,
 "__bnode1726634" , "na 1571" ,
 "__bnode1726751" , "na 1664" ,
 "__bnode1730774" , "na 1590" ,
 "__bnode1731270" , "na 1771" ,
 "__bnode1735431" , "na maart 1651" ,
