 "event" , "date" ,
 "__bnode1337998" , " ?(16de eeuw)" ,
 "__bnode1337999" ,  ? ,
 "__bnode1338006" , " ?(16de eeuw)" ,
 "__bnode1338007" ,  ? ,
 "__bnode1338355" , " ?(17de eeuw)" ,
 "__bnode1338356" ,  ? ,
 "__bnode1338363" , " ?(17de eeuw)" ,
 "__bnode1338371" , " ?(17de eeuw)" ,
 "__bnode1338862" ,  ? ,
 "__bnode1338870" ,  ? ,
 "__bnode1339686" , " ?(17de eeuw)" ,
 "__bnode1339687" ,  ? ,
 "__bnode1339694" , " ?(17de eeuw)" ,
 "__bnode1339695" ,  ? ,
 "__bnode1339702" , " ?(17de eeuw)" ,
 "__bnode1339703" ,  ? ,
 "__bnode1339710" , " ?(17de eeuw)" ,
 "__bnode1339711" ,  ? ,
 "__bnode1340002" ,  ? ,
 "__bnode1340010" ,  ? ,
 "__bnode1341231" , " ?(18de eeuw)" ,
 "__bnode1341232" ,  ? ,
 "__bnode1341239" , " ?(18de eeuw)" ,
 "__bnode1341240" ,  ? ,
 "__bnode1344335" , " ?(16de eeuw)" ,
 "__bnode1344336" ,  ? ,
 "__bnode1344343" , " ?(16de eeuw)" ,
 "__bnode1344344" ,  ? ,
 "__bnode1344611" , " ?(17de eeuw)" ,
 "__bnode1344612" ,  ? ,
 "__bnode1344619" , " ?(17de eeuw)" ,
 "__bnode1344620" ,  ? ,
 "__bnode1345410" , " ?(17de eeuw)" ,
 "__bnode1345411" ,  ? ,
 "__bnode1345419" ,  ? ,
 "__bnode1345708" ,  ? ,
 "__bnode1345716" ,  ? ,
 "__bnode1346671" , " ?(17de eeuw)" ,
 "__bnode1346672" , " ?(18de eeuw)" ,
 "__bnode1346679" , " ?(17de eeuw)" ,
 "__bnode1346680" , " ?(18de eeuw)" ,
 "__bnode1346687" , " ?(17de eeuw)" ,
 "__bnode1346688" , " ?(18de eeuw)" ,
 "__bnode1346695" , " ?(17de eeuw)" ,
 "__bnode1346696" , " ?(18de eeuw)" ,
 "__bnode1346747" ,  ? ,
 "__bnode1346755" ,  ? ,
 "__bnode1346925" ,  ? ,
 "__bnode1346933" ,  ? ,
 "__bnode1347629" ,  ? ,
 "__bnode1347637" ,  ? ,
 "__bnode1349869" , " ?(18de eeuw)" ,
 "__bnode1349870" ,  ? ,
 "__bnode1349877" , " ?(18de eeuw)" ,
 "__bnode1349878" ,  ? ,
 "__bnode1350246" , " ?(19de eeuw)" ,
 "__bnode1350247" ,  ? ,
 "__bnode1350254" , " ?(19de eeuw)" ,
 "__bnode1350255" ,  ? ,
 "__bnode1352374" , " ?(17de eeuw)" ,
 "__bnode1352382" , " ?(17de eeuw)" ,
 "__bnode1352383" ,  ? ,
 "__bnode1352390" , " ?(17de eeuw)" ,
 "__bnode1352391" ,  ? ,
 "__bnode1352728" , " ?(17de eeuw)" ,
 "__bnode1352729" ,  ? ,
 "__bnode1352736" ,  ? ,
 "__bnode1352744" ,  ? ,
 "__bnode1352752" , " ?(17de eeuw)" ,
 "__bnode1352753" ,  ? ,
 "__bnode1352912" ,  ? ,
 "__bnode1352920" ,  ? ,
 "__bnode1353559" , " ?(17de eeuw)" ,
 "__bnode1353567" , " ?(17de eeuw)" ,
 "__bnode1353568" ,  ? ,
 "__bnode1353849" , " 1646?" ,
 "__bnode1354880" ,  ? ,
 "__bnode1354888" ,  ? ,
 "__bnode1355596" , " ?(17de eeuw)" ,
 "__bnode1355597" ,  ? ,
 "__bnode1355604" , " ?(17de eeuw)" ,
 "__bnode1355605" ,  ? ,
 "__bnode1355909" ,  ? ,
 "__bnode1355917" ,  ? ,
 "__bnode1355925" ,  ? ,
 "__bnode1356166" ,  ? ,
 "__bnode1356174" ,  ? ,
 "__bnode1356492" , "0-?-?" ,
 "__bnode1356833" , " ?(17de eeuw)" ,
 "__bnode1356834" ,  ? ,
 "__bnode1356841" , " ?(17de eeuw)" ,
 "__bnode1356842" ,  ? ,
 "__bnode1356849" , " ?(17de eeuw)" ,
 "__bnode1356850" ,  ? ,
 "__bnode1356857" , " ?(17de eeuw)" ,
 "__bnode1356858" ,  ? ,
 "__bnode1357447" ,  ? ,
 "__bnode1357448" , " ?(18de eeuw)" ,
 "__bnode1357455" ,  ? ,
 "__bnode1357456" , " ?(18de eeuw)" ,
 "__bnode1359932" ,  ? ,
 "__bnode1359933" , " ?(18de eeuw)" ,
 "__bnode1359940" ,  ? ,
 "__bnode1359941" , " ?(18de eeuw)" ,
 "__bnode1360577" , " 17??" ,
 "__bnode1360585" , " 17??" ,
 "__bnode1360593" , " 17??" ,
 "__bnode1360601" , " 17??" ,
 "__bnode1362072" ,  ? ,
 "__bnode1362073" , " ?(18de eeuw)" ,
 "__bnode1362081" , " ?(18de eeuw)" ,
 "__bnode1362451" ,  ? ,
 "__bnode1362452" , " ?(17de eeuw)" ,
 "__bnode1362459" ,  ? ,
 "__bnode1362460" , " ?(17de eeuw)" ,
 "__bnode1364545" ,  ? ,
 "__bnode1364563" ,  ? ,
 "__bnode1364571" ,  ? ,
 "__bnode1364579" ,  ? ,
 "__bnode1365112" , " ?(14de eeuw)" ,
 "__bnode1365113" ,  ? ,
 "__bnode1365120" , " ?(14de eeuw)" ,
 "__bnode1365121" ,  ? ,
 "__bnode1365368" ,  ? ,
 "__bnode1365376" ,  ? ,
 "__bnode1365384" ,  ? ,
 "__bnode1366038" , " ?(17de eeuw)" ,
 "__bnode1366039" ,  ? ,
 "__bnode1366046" , " ?(17de eeuw)" ,
 "__bnode1366047" ,  ? ,
 "__bnode1366054" , " ?(17de eeuw)" ,
 "__bnode1366055" ,  ? ,
 "__bnode1368580" , " ?(18de eeuw)" ,
 "__bnode1368581" ,  ? ,
 "__bnode1368588" , " ?(18de eeuw)" ,
 "__bnode1368589" ,  ? ,
 "__bnode1368800" ,  ? ,
 "__bnode1368808" ,  ? ,
 "__bnode1368816" ,  ? ,
 "__bnode1368824" ,  ? ,
 "__bnode1369125" ,  ? ,
 "__bnode1369133" ,  ? ,
 "__bnode1369583" , " ?(17de eeuw)" ,
 "__bnode1369584" ,  ? ,
 "__bnode1369591" , " ?(17de eeuw)" ,
 "__bnode1369592" ,  ? ,
 "__bnode1369954" , " ?(17de eeuw)" ,
 "__bnode1369955" ,  ? ,
 "__bnode1369963" ,  ? ,
 "__bnode1369974" , " ?(15de eeuw)" ,
 "__bnode1369975" ,  ? ,
 "__bnode1369982" , " ?(15de eeuw)" ,
 "__bnode1369983" ,  ? ,
 "__bnode1369990" , " ?(15de eeuw)" ,
 "__bnode1369991" ,  ? ,
 "__bnode1372193" ,  ? ,
 "__bnode1372201" ,  ? ,
 "__bnode1372402" ,  ? ,
 "__bnode1372403" , " ?(17de eeuw)" ,
 "__bnode1372410" ,  ? ,
 "__bnode1372411" , " ?(17de eeuw)" ,
 "__bnode1372991" ,  ? ,
 "__bnode1372999" ,  ? ,
 "__bnode1373816" , " ?(16de eeuw)" ,
 "__bnode1373817" ,  ? ,
 "__bnode1373832" ,  ? ,
 "__bnode1373848" , " ?(16de eeuw)" ,
 "__bnode1373856" ,  ? ,
 "__bnode1374716" , " ?(18de eeuw)" ,
 "__bnode1374717" ,  ? ,
 "__bnode1374724" , " ?(18de eeuw)" ,
 "__bnode1374725" ,  ? ,
 "__bnode1377675" , " ?(17de eeuw)" ,
 "__bnode1377676" ,  ? ,
 "__bnode1377683" , " ?(17de eeuw)" ,
 "__bnode1377684" ,  ? ,
 "__bnode1377774" ,  ? ,
 "__bnode1377782" ,  ? ,
 "__bnode1378797" ,  ? ,
 "__bnode1378805" ,  ? ,
 "__bnode1378816" , " ?(17de eeuw)" ,
 "__bnode1378817" ,  ? ,
 "__bnode1378824" , " ?(17de eeuw)" ,
 "__bnode1378825" ,  ? ,
 "__bnode1380320" , " ?(14de eeuw)" ,
 "__bnode1380321" , " ?(15de eeuw)" ,
 "__bnode1380328" , " ?(14de eeuw)" ,
 "__bnode1380329" , " ?(15de eeuw)" ,
 "__bnode1380479" , " ?(18de eeuw)" ,
 "__bnode1380480" ,  ? ,
 "__bnode1380487" , " ?(18de eeuw)" ,
 "__bnode1380488" ,  ? ,
 "__bnode1380843" , " 1688?" ,
 "__bnode1380850" ,  ? ,
 "__bnode1380851" , " 1688?" ,
 "__bnode1381149" , " ?(19de eeuw)" ,
 "__bnode1381150" ,  ? ,
 "__bnode1381158" ,  ? ,
 "__bnode1382379" ,  ? ,
 "__bnode1382380" , " ?(18de eeuw)" ,
 "__bnode1382388" , " ?(18de eeuw)" ,
 "__bnode1382400" ,  ? ,
 "__bnode1382408" ,  ? ,
 "__bnode1382442" , " ?(18de eeuw)" ,
 "__bnode1382443" ,  ? ,
 "__bnode1382450" , " ?(18de eeuw)" ,
 "__bnode1382451" ,  ? ,
 "__bnode1382602" ,  ? ,
 "__bnode1382603" , " ?(18de eeuw)" ,
 "__bnode1382610" ,  ? ,
 "__bnode1382611" , " ?(18de eeuw)" ,
 "__bnode1383532" ,  ? ,
 "__bnode1383563" ,  ? ,
 "__bnode1383571" ,  ? ,
 "__bnode1384245" ,  ? ,
 "__bnode1384253" ,  ? ,
 "__bnode1387391" ,  ? ,
 "__bnode1387399" ,  ? ,
 "__bnode1387976" ,  ? ,
 "__bnode1388000" ,  ? ,
 "__bnode1390517" , " ?(17de eeuw)" ,
 "__bnode1390518" ,  ? ,
 "__bnode1390525" , " ?(17de eeuw)" ,
 "__bnode1390526" ,  ? ,
 "__bnode1390715" ,  ? ,
 "__bnode1390722" , " ?(18de eeuw)" ,
 "__bnode1390723" ,  ? ,
 "__bnode1391233" ,  ? ,
 "__bnode1391234" , " ?(17de eeuw)" ,
 "__bnode1391242" , " ?(17de eeuw)" ,
 "__bnode1392826" ,  ? ,
 "__bnode1392834" ,  ? ,
 "__bnode1393221" ,  ? ,
 "__bnode1393222" , " ?(18de eeuw)" ,
 "__bnode1393229" ,  ? ,
 "__bnode1393230" , " ?(18de eeuw)" ,
 "__bnode1395381" ,  ? ,
 "__bnode1395382" , " ?(18de eeuw)" ,
 "__bnode1395389" ,  ? ,
 "__bnode1395390" , " ?(18de eeuw)" ,
 "__bnode1395397" ,  ? ,
 "__bnode1395398" , " ?(18de eeuw)" ,
 "__bnode1398500" ,  ? ,
 "__bnode1398508" ,  ? ,
 "__bnode1398509" , " ?(17de eeuw)" ,
 "__bnode1398600" , " ?(17de eeuw)" ,
 "__bnode1398601" ,  ? ,
 "__bnode1398608" , " ?(17de eeuw)" ,
 "__bnode1398609" ,  ? ,
 "__bnode1399224" ,  ? ,
 "__bnode1399232" ,  ? ,
 "__bnode1400916" ,  ? ,
 "__bnode1400924" ,  ? ,
 "__bnode1400932" ,  ? ,
 "__bnode1401850" ,  ? ,
 "__bnode1401858" ,  ? ,
 "__bnode1402983" ,  ? ,
 "__bnode1402991" ,  ? ,
 "__bnode1403569" ,  ? ,
 "__bnode1403577" ,  ? ,
 "__bnode1403585" ,  ? ,
 "__bnode1403601" ,  ? ,
 "__bnode1404293" , " ?(17de eeuw)" ,
 "__bnode1404294" ,  ? ,
 "__bnode1404302" ,  ? ,
 "__bnode1404443" , " ?(17de eeuw)" ,
 "__bnode1404444" ,  ? ,
 "__bnode1404451" , " ?(17de eeuw)" ,
 "__bnode1404452" ,  ? ,
 "__bnode1404761" ,  ? ,
 "__bnode1404769" ,  ? ,
 "__bnode1404966" ,  ? ,
 "__bnode1404974" ,  ? ,
 "__bnode1405267" ,  ? ,
 "__bnode1405275" ,  ? ,
 "__bnode1405704" ,  ? ,
 "__bnode1405712" ,  ? ,
 "__bnode1407652" ,  ? ,
 "__bnode1407660" ,  ? ,
 "__bnode1407805" ,  ? ,
 "__bnode1407813" ,  ? ,
 "__bnode1407941" ,  ? ,
 "__bnode1407942" , " ?(17de eeuw)" ,
 "__bnode1407949" ,  ? ,
 "__bnode1407950" , " ?(17de eeuw)" ,
 "__bnode1408282" ,  ? ,
 "__bnode1408283" , " ?(18de eeuw)" ,
 "__bnode1408290" ,  ? ,
 "__bnode1408291" , " ?(18de eeuw)" ,
 "__bnode1408298" ,  ? ,
 "__bnode1408299" , " ?(18de eeuw)" ,
 "__bnode1408564" , " ?(18de eeuw)" ,
 "__bnode1408565" ,  ? ,
 "__bnode1408572" , " ?(18de eeuw)" ,
 "__bnode1408736" , " ?(18de eeuw)" ,
 "__bnode1408737" ,  ? ,
 "__bnode1408744" , " ?(18de eeuw)" ,
 "__bnode1408745" ,  ? ,
 "__bnode1408894" ,  ? ,
 "__bnode1408902" ,  ? ,
 "__bnode1410721" , " ?(17de eeuw)" ,
 "__bnode1410722" ,  ? ,
 "__bnode1410729" , " ?(17de eeuw)" ,
 "__bnode1410730" ,  ? ,
 "__bnode1411573" , " ?(17de eeuw)" ,
 "__bnode1411574" ,  ? ,
 "__bnode1411581" , " ?(17de eeuw)" ,
 "__bnode1411582" ,  ? ,
 "__bnode1412798" , " ?(17de eeuw)" ,
 "__bnode1412799" ,  ? ,
 "__bnode1412806" , " ?(17de eeuw)" ,
 "__bnode1412807" ,  ? ,
 "__bnode1414241" ,  ? ,
 "__bnode1414249" ,  ? ,
 "__bnode1417492" ,  ? ,
 "__bnode1417500" ,  ? ,
 "__bnode1418427" , " ?(18de eeuw)" ,
 "__bnode1418435" , " ?(18de eeuw)" ,
 "__bnode1418436" ,  ? ,
 "__bnode1419841" ,  ? ,
 "__bnode1419849" ,  ? ,
 "__bnode1420948" ,  ? ,
 "__bnode1420956" ,  ? ,
 "__bnode1420964" ,  ? ,
 "__bnode1421398" , " ?(18de eeuw)" ,
 "__bnode1421399" ,  ? ,
 "__bnode1421406" , " ?(18de eeuw)" ,
 "__bnode1421407" ,  ? ,
 "__bnode1421414" , " ?(18de eeuw)" ,
 "__bnode1421415" ,  ? ,
 "__bnode1422280" ,  ? ,
 "__bnode1422296" ,  ? ,
 "__bnode1422304" ,  ? ,
 "__bnode1425462" , " ?(17de eeuw)" ,
 "__bnode1425463" ,  ? ,
 "__bnode1425470" , " ?(17de eeuw)" ,
 "__bnode1425471" ,  ? ,
 "__bnode1425587" ,  ? ,
 "__bnode1425595" ,  ? ,
 "__bnode1425635" ,  ? ,
 "__bnode1426033" , " ?(17de eeuw)" ,
 "__bnode1426034" ,  ? ,
 "__bnode1426041" , " ?(17de eeuw)" ,
 "__bnode1426042" ,  ? ,
 "__bnode1426236" ,  ? ,
 "__bnode1426237" , " ?(18de eeuw)" ,
 "__bnode1426244" ,  ? ,
 "__bnode1426245" , " ?(18de eeuw)" ,
 "__bnode1427118" ,  ? ,
 "__bnode1427119" , " ?(18de eeuw)" ,
 "__bnode1427126" ,  ? ,
 "__bnode1427127" , " ?(18de eeuw)" ,
 "__bnode1427412" , " ?(18de eeuw)" ,
 "__bnode1427413" ,  ? ,
 "__bnode1427420" , " ?(18de eeuw)" ,
 "__bnode1427421" ,  ? ,
 "__bnode1429406" , " ?(16de eeuw)" ,
 "__bnode1429407" ,  ? ,
 "__bnode1429415" ,  ? ,
 "__bnode1429422" , " ?(16de eeuw)" ,
 "__bnode1429423" ,  ? ,
 "__bnode1429430" , " ?(16de eeuw)" ,
 "__bnode1429431" ,  ? ,
 "__bnode1429505" ,  ? ,
 "__bnode1429506" , " ?(20ste eeuw)" ,
 "__bnode1429513" ,  ? ,
 "__bnode1429514" , " ?(20ste eeuw)" ,
 "__bnode1430218" , " ?(17de eeuw)" ,
 "__bnode1430219" ,  ? ,
 "__bnode1430227" ,  ? ,
 "__bnode1430478" , " ?(17de eeuw)" ,
 "__bnode1430479" ,  ? ,
 "__bnode1430486" , " ?(17de eeuw)" ,
 "__bnode1430487" ,  ? ,
 "__bnode1430494" , " ?(17de eeuw)" ,
 "__bnode1430502" , " ?(17de eeuw)" ,
 "__bnode1430503" ,  ? ,
 "__bnode1431044" , " ?(17de eeuw)" ,
 "__bnode1431045" ,  ? ,
 "__bnode1431052" , " ?(17de eeuw)" ,
 "__bnode1431053" ,  ? ,
 "__bnode1431060" , " ?(17de eeuw)" ,
 "__bnode1431061" ,  ? ,
 "__bnode1431180" , " ?(17de eeuw)" ,
 "__bnode1431181" ,  ? ,
 "__bnode1431188" , " ?(17de eeuw)" ,
 "__bnode1431189" ,  ? ,
 "__bnode1431572" , " ?(17de eeuw)" ,
 "__bnode1431573" ,  ? ,
 "__bnode1431580" , " ?(17de eeuw)" ,
 "__bnode1431581" ,  ? ,
 "__bnode1434870" ,  ? ,
 "__bnode1434878" ,  ? ,
 "__bnode1434886" ,  ? ,
 "__bnode1435833" , " ?(17de eeuw)" ,
 "__bnode1435841" , " ?(17de eeuw)" ,
 "__bnode1435842" ,  ? ,
 "__bnode1436077" ,  ? ,
 "__bnode1436085" ,  ? ,
 "__bnode1436550" , " ?(17de eeuw)" ,
 "__bnode1436551" ,  ? ,
 "__bnode1436558" , " ?(17de eeuw)" ,
 "__bnode1436559" ,  ? ,
 "__bnode1436566" , " ?(17de eeuw)" ,
 "__bnode1436567" ,  ? ,
 "__bnode1437407" ,  ? ,
 "__bnode1437415" ,  ? ,
 "__bnode1437961" , " ?(18de eeuw)" ,
 "__bnode1437962" ,  ? ,
 "__bnode1437970" ,  ? ,
 "__bnode1438658" , " ?(18de eeuw)" ,
 "__bnode1438659" ,  ? ,
 "__bnode1438666" , " ?(18de eeuw)" ,
 "__bnode1438667" ,  ? ,
 "__bnode1439970" ,  ? ,
 "__bnode1439978" ,  ? ,
 "__bnode1450869" , " ?(18de eeuw)" ,
 "__bnode1450870" ,  ? ,
 "__bnode1450877" , " ?(18de eeuw)" ,
 "__bnode1450878" ,  ? ,
 "__bnode1451111" ,  ? ,
 "__bnode1451119" ,  ? ,
 "__bnode1451304" , " ?(18de eeuw)" ,
 "__bnode1451305" ,  ? ,
 "__bnode1451312" , " ?(18de eeuw)" ,
 "__bnode1451313" ,  ? ,
 "__bnode1452760" , " ?(18de eeuw)" ,
 "__bnode1452761" ,  ? ,
 "__bnode1452768" , " ?(18de eeuw)" ,
 "__bnode1452769" ,  ? ,
 "__bnode1452889" ,  ? ,
 "__bnode1452890" , " ?(18de eeuw)" ,
 "__bnode1453041" , " 1634?" ,
 "__bnode1453049" , " 1634?" ,
 "__bnode1453794" ,  ? ,
 "__bnode1453802" ,  ? ,
 "__bnode1454276" , " ?(18de eeuw)" ,
 "__bnode1454277" ,  ? ,
 "__bnode1454284" , " ?(18de eeuw)" ,
 "__bnode1454285" ,  ? ,
 "__bnode1455573" ,  ? ,
 "__bnode1455581" ,  ? ,
 "__bnode1456168" , " ?(19de eeuw)" ,
 "__bnode1456169" ,  ? ,
 "__bnode1456176" , " ?(19de eeuw)" ,
 "__bnode1456177" ,  ? ,
 "__bnode1458857" ,  ? ,
 "__bnode1458865" ,  ? ,
 "__bnode1459065" , " ?(18de eeuw)" ,
 "__bnode1459066" ,  ? ,
 "__bnode1459073" , " ?(18de eeuw)" ,
 "__bnode1459074" ,  ? ,
 "__bnode1459788" ,  ? ,
 "__bnode1459796" ,  ? ,
 "__bnode1460112" ,  ? ,
 "__bnode1460113" , " ?(18de eeuw)" ,
 "__bnode1460120" ,  ? ,
 "__bnode1460121" , " ?(18de eeuw)" ,
 "__bnode1460525" , " ?(18de eeuw)" ,
 "__bnode1460526" ,  ? ,
 "__bnode1460534" ,  ? ,
 "__bnode1460763" ,  ? ,
 "__bnode1460771" ,  ? ,
 "__bnode1460989" , " ?(17de eeuw)" ,
 "__bnode1460990" ,  ? ,
 "__bnode1460997" , " ?(17de eeuw)" ,
 "__bnode1460998" ,  ? ,
 "__bnode1461029" , " ?(16de eeuw)" ,
 "__bnode1461030" ,  ? ,
 "__bnode1461037" , " ?(16de eeuw)" ,
 "__bnode1461038" ,  ? ,
 "__bnode1461045" , " ?(16de eeuw)" ,
 "__bnode1461046" ,  ? ,
 "__bnode1461053" , " ?(16de eeuw)" ,
 "__bnode1461054" ,  ? ,
 "__bnode1461298" ,  ? ,
 "__bnode1461299" , " ?(17de eeuw)" ,
 "__bnode1461306" ,  ? ,
 "__bnode1461307" , " ?(17de eeuw)" ,
 "__bnode1461398" , " ?(18de eeuw)" ,
 "__bnode1461399" ,  ? ,
 "__bnode1461406" , " ?(18de eeuw)" ,
 "__bnode1461407" ,  ? ,
 "__bnode1461948" , " ?(18de eeuw)" ,
 "__bnode1461949" ,  ? ,
 "__bnode1461956" , " ?(18de eeuw)" ,
 "__bnode1461957" ,  ? ,
 "__bnode1462352" ,  ? ,
 "__bnode1462353" , " ?(18de eeuw)" ,
 "__bnode1462360" ,  ? ,
 "__bnode1462361" , " ?(18de eeuw)" ,
 "__bnode1462619" ,  ? ,
 "__bnode1462627" ,  ? ,
 "__bnode1462635" ,  ? ,
 "__bnode1462643" ,  ? ,
 "__bnode1462909" ,  ? ,
 "__bnode1462917" ,  ? ,
 "__bnode1462925" ,  ? ,
 "__bnode1463749" ,  ? ,
 "__bnode1463757" ,  ? ,
 "__bnode1464307" ,  ? ,
 "__bnode1464308" , " ?(18de eeuw)" ,
 "__bnode1464316" , " ?(18de eeuw)" ,
 "__bnode1464965" ,  ? ,
 "__bnode1464972" , " ?(16de eeuw)" ,
 "__bnode1464973" ,  ? ,
 "__bnode1465697" , " ?(18de eeuw)" ,
 "__bnode1465698" ,  ? ,
 "__bnode1465705" , " ?(18de eeuw)" ,
 "__bnode1465706" ,  ? ,
 "__bnode1465713" , " ?(18de eeuw)" ,
 "__bnode1465714" ,  ? ,
 "__bnode1465845" ,  ? ,
 "__bnode1465853" ,  ? ,
 "__bnode1466843" ,  ? ,
 "__bnode1466851" ,  ? ,
 "__bnode1469523" ,  ? ,
 "__bnode1469530" , " ?(17de eeuw)" ,
 "__bnode1469531" ,  ? ,
 "__bnode1469559" ,  ? ,
 "__bnode1469567" ,  ? ,
 "__bnode1469848" , " ?(18de eeuw)" ,
 "__bnode1469849" ,  ? ,
 "__bnode1469856" , " ?(18de eeuw)" ,
 "__bnode1470055" , " ?(18de eeuw)" ,
 "__bnode1470056" ,  ? ,
 "__bnode1470063" , " ?(18de eeuw)" ,
 "__bnode1470064" ,  ? ,
 "__bnode1470976" ,  ? ,
 "__bnode1470977" , " ?(17de eeuw)" ,
 "__bnode1470984" ,  ? ,
 "__bnode1470985" , " ?(17de eeuw)" ,
 "__bnode1471005" ,  ? ,
 "__bnode1471013" ,  ? ,
 "__bnode1472264" ,  ? ,
 "__bnode1472272" ,  ? ,
 "__bnode1472646" , " ?(17de eeuw)" ,
 "__bnode1472647" ,  ? ,
 "__bnode1472654" , " ?(17de eeuw)" ,
 "__bnode1472655" ,  ? ,
 "__bnode1472938" , " ?(16de eeuw)" ,
 "__bnode1472939" ,  ? ,
 "__bnode1472946" , " ?(16de eeuw)" ,
 "__bnode1472947" ,  ? ,
 "__bnode1473006" ,  ? ,
 "__bnode1473014" ,  ? ,
 "__bnode1473192" ,  ? ,
 "__bnode1473201" ,  ? ,
 "__bnode1473383" , " ?(17de eeuw)" ,
 "__bnode1473384" ,  ? ,
 "__bnode1473391" , " ?(17de eeuw)" ,
 "__bnode1473392" ,  ? ,
 "__bnode1473399" , " ?(17de eeuw)" ,
 "__bnode1473400" ,  ? ,
 "__bnode1473506" ,  ? ,
 "__bnode1473813" , " ?(18de eeuw)" ,
 "__bnode1473814" ,  ? ,
 "__bnode1473821" , " ?(18de eeuw)" ,
 "__bnode1473822" ,  ? ,
 "__bnode1474100" , " ?(16de eeuw)" ,
 "__bnode1474101" ,  ? ,
 "__bnode1474108" , " ?(16de eeuw)" ,
 "__bnode1474109" ,  ? ,
 "__bnode1474116" , " ?(16de eeuw)" ,
 "__bnode1474117" ,  ? ,
 "__bnode1474124" , " ?(16de eeuw)" ,
 "__bnode1474125" ,  ? ,
 "__bnode1474604" , " ?(16de eeuw)" ,
 "__bnode1474605" ,  ? ,
 "__bnode1474612" , " ?(16de eeuw)" ,
 "__bnode1474613" ,  ? ,
 "__bnode1474620" , " ?(16de eeuw)" ,
 "__bnode1474621" ,  ? ,
 "__bnode1475760" , " ?(18de eeuw)" ,
 "__bnode1475761" ,  ? ,
 "__bnode1475768" , " ?(18de eeuw)" ,
 "__bnode1475769" ,  ? ,
 "__bnode1480286" , " ?(17de eeuw)" ,
 "__bnode1480287" ,  ? ,
 "__bnode1480294" , " ?(17de eeuw)" ,
 "__bnode1480295" ,  ? ,
 "__bnode1480302" , " ?(17de eeuw)" ,
 "__bnode1480303" ,  ? ,
 "__bnode1480751" , " ?(18de eeuw)" ,
 "__bnode1480752" ,  ? ,
 "__bnode1480759" , " ?(18de eeuw)" ,
 "__bnode1480760" ,  ? ,
 "__bnode1481078" , " ?(19de eeuw)" ,
 "__bnode1481079" , " ?(20ste eeuw)" ,
 "__bnode1481086" , " ?(19de eeuw)" ,
 "__bnode1481087" , " ?(20ste eeuw)" ,
 "__bnode1482311" , " ?(18de eeuw)" ,
 "__bnode1482312" ,  ? ,
 "__bnode1482319" , " ?(18de eeuw)" ,
 "__bnode1482320" ,  ? ,
 "__bnode1487357" , " ?(18de eeuw)" ,
 "__bnode1487358" ,  ? ,
 "__bnode1487365" , " ?(18de eeuw)" ,
 "__bnode1487366" ,  ? ,
 "__bnode1489606" ,  ? ,
 "__bnode1489614" ,  ? ,
 "__bnode1489622" ,  ? ,
 "__bnode1490047" ,  ? ,
 "__bnode1490055" ,  ? ,
 "__bnode1490910" , " ?(18de eeuw)" ,
 "__bnode1490911" ,  ? ,
 "__bnode1490918" , " ?(18de eeuw)" ,
 "__bnode1490919" ,  ? ,
 "__bnode1491780" , " ?(17de eeuw)" ,
 "__bnode1491781" ,  ? ,
 "__bnode1491788" , " ?(17de eeuw)" ,
 "__bnode1491789" ,  ? ,
 "__bnode1493209" ,  ? ,
 "__bnode1493217" ,  ? ,
 "__bnode1494709" , "30 januari ?" ,
 "__bnode1494717" , "30 januari ?" ,
 "__bnode1501171" ,  ? ,
 "__bnode1501179" ,  ? ,
 "__bnode1501187" , "1651?" ,
 "__bnode1502044" , " ?(18de eeuw)" ,
 "__bnode1502045" ,  ? ,
 "__bnode1502052" , " ?(18de eeuw)" ,
 "__bnode1502053" ,  ? ,
 "__bnode1502349" ,  ? ,
 "__bnode1502350" , " ?(18de eeuw)" ,
 "__bnode1502357" ,  ? ,
 "__bnode1502358" , " ?(18de eeuw)" ,
 "__bnode1502365" ,  ? ,
 "__bnode1502366" , " ?(18de eeuw)" ,
 "__bnode1502726" , " ?(18de eeuw)" ,
 "__bnode1502727" ,  ? ,
 "__bnode1502734" , " ?(18de eeuw)" ,
 "__bnode1502735" ,  ? ,
 "__bnode1504452" , " ?(17de eeuw)" ,
 "__bnode1504460" , " ?(17de eeuw)" ,
 "__bnode1504461" ,  ? ,
 "__bnode1505749" , " ?(18de eeuw)" ,
 "__bnode1505750" ,  ? ,
 "__bnode1505757" , " ?(18de eeuw)" ,
 "__bnode1505758" ,  ? ,
 "__bnode1506007" , " ?(13de eeuw)" ,
 "__bnode1506008" , " ?(14de eeuw)" ,
 "__bnode1506015" , " ?(13de eeuw)" ,
 "__bnode1506016" , " ?(14de eeuw)" ,
 "__bnode1506023" , " ?(13de eeuw)" ,
 "__bnode1506024" , " ?(14de eeuw)" ,
 "__bnode1506253" , " ?(15de eeuw)" ,
 "__bnode1506254" ,  ? ,
 "__bnode1506261" , " ?(15de eeuw)" ,
 "__bnode1506262" ,  ? ,
 "__bnode1506269" , " ?(15de eeuw)" ,
 "__bnode1506270" ,  ? ,
 "__bnode1506277" , " ?(15de eeuw)" ,
 "__bnode1506278" ,  ? ,
 "__bnode1506996" , " ?(18de eeuw)" ,
 "__bnode1506997" ,  ? ,
 "__bnode1507004" , " ?(18de eeuw)" ,
 "__bnode1507005" ,  ? ,
 "__bnode1507608" ,  ? ,
 "__bnode1507615" , " ?(18de eeuw)" ,
